-744.498218379956,-743.039898316903,-740.456087043884,-736.396788041529,-730.248776241954,-721.073180733818,-707.701867354122,-689.312984430554,-666.440633368801,-641.037029679224,-614.767453024536,-588.072513529239,-561.101770200479,-534.445863185232,-509.502807853399,-487.97512232182,-470.325116260033,-455.886660780766,-443.855002118654,-433.602563433715,-424.742709292488,-417.210037130892,-411.026277970235,-406.028013326161,-401.931596703355,-398.472224079598,-395.463369316377,-392.793963204284,-390.402097703242,-388.251233661813,-386.315701229197,-384.573540129192,-383.004038069304,-381.588063415676,-380.30942734503,-379.155706509554,-378.117781417817,-377.1884257169,-376.360841629014,-375.627806812675,-374.981521798251,-374.413872571309,-373.916791688345,-373.482542400586,-373.103885003966,-372.774150936032,-372.487262813799,-372.237728294577,-372.02062223121,-371.831562539617,-371.666681048163,-371.522589598225,-371.396342028366,-371.285393279444,-371.187557216635,-371.100964783802,-371.024023871568,-370.95538191977,-370.893891893026,-370.83858192996,-370.788628701856,-370.7433343298,-370.70210659229,-370.664442093315,-370.629912039219,-370.598150278019,-370.568843276736,-370.541721743153,-370.516553632742,-370.493138316025,-370.471301714184,-370.450892240287,-370.431777409572,-370.413841004807,-370.396980702005,-370.381106077994,-370.366136934954,-370.352001888328,-370.338637173861,-370.325985637278,-370.313995876417,-370.30262151093,-370.291820558893,-370.281554903265,-370.271789833977,-370.262493653881,-370.253637338699,-370.24519424278,-370.237139843785,-370.229451520547,-370.222108359257,-370.2150909839,-370.208381407506,-370.201962901285,-370.195819879208,-370.189937795904,-370.184303056103,-370.178902934113,-370.173725501998,-370.16875956537,-370.163994605826,-370.1594207292,-370.155028618931,-370.150809493933,-370.146755070425,-370.142857527276,-370.139109474465,-370.135503924289,-370.132034265051,-370.128694236929,-370.12547790982,-370.12237966294,-370.119394166013,-370.116516361889,-370.113741450445,-370.111064873662,-370.108482301756,-370.105989620276,-370.103582918077,-370.101258476096,-370.099012756866,-370.0968423947,-370.094744186496,-370.092715083111,-370.090752181259,-370.088852715906,-370.087014053099,-370.085233683228,-370.083509214667,-370.081838367781,-370.080218969267,-370.07864894681,-370.077126324032,-370.075649215722,-370.074215823309,-370.072824430595,-370.071473399698,-370.07016116722,-370.068886240606,-370.0676471947,-370.066442668475,-370.065271361926,-370.064132033131,-370.063023495452,-370.061944614886,-370.06089430754,-370.059871537239,-370.058875313251,-370.057904688126,-370.056958755641,-370.05603664885,-370.055137538221,-370.054260629879,-370.05340516392,-370.052570412819,-370.051755679912,-370.050960297948,-370.050183627717,-370.049425056743,-370.04868399804,-370.047959888926,-370.047252189901,-370.046560383571,-370.045883973629,-370.045222483885,-370.044575457343,-370.043942455314,-370.043323056589,-370.042716856633,-370.042123466829,-370.041542513758,-370.040973638506,-370.04041649601,-370.039870754438,-370.039336094588,-370.038812209328,-370.038298803055,-370.037795591181,-370.037302299644,-370.036818664444,-370.036344431199,-370.03587935472,-370.035423198611,-370.034975734887,-370.034536743603,-370.034106012512,-370.033683336727,-370.033268518413,-370.032861366476,-370.032461696284,-370.032069329388,-370.031684093265,-370.031305821065,-370.030934351377,-370.030569528004,-370.030211199742,-370.029859220179,-370.0295134475,-370.029173744295,-370.028839977383,


-735.822526109158,-732.303920253685,-726.211593415502,-716.593809650408,-702.553975855346,-684.106620173162,-662.794697973314,-640.948997924476,-620.270469421496,-601.203773009633,-583.135558295794,-564.956645821822,-545.817863819537,-525.949400529576,-506.626928527948,-489.097010977117,-473.909645173846,-461.151068896766,-450.769875658695,-442.592148158247,-436.279366158286,-431.394596754975,-427.516180272739,-424.307498318202,-421.529395122947,-419.024590209744,-416.696696228086,-414.491433665947,-412.380858552159,-410.350658227056,-408.391199938596,-406.492898443538,-404.645618862236,-402.840900363426,-401.075130450642,-399.351622317282,-397.680169025136,-396.07406775673,-394.546027405877,-393.104785314386,-391.753525868929,-390.490096444604,-389.308333021614,-388.1997177668,-387.154843280793,-386.164462884662,-385.220116902564,-384.314422429799,-383.44113425708,-382.595067689632,-381.771946796623,-380.968217556708,-380.180849665428,-379.407145251328,-378.644578358062,-377.890705785369,-377.143213160602,-376.400172749201,-375.660552666754,-374.924876588311,-374.195671359962,-373.477078666122,-372.773049723499,-372.084174294285,-371.404314781257,-370.719234805853,-370.009472880752,-369.257834115623,-368.458117353766,-367.619607972693,-366.765270594423,-365.926106598898,-365.133494177567,-364.410359839592,-363.765302638247,-363.193864029729,-362.685105252897,-362.227972022622,-361.814276936388,-361.438767190764,-361.098050080738,-360.78959656957,-360.511181938144,-360.260668534194,-360.035955714997,-359.83498579629,-359.655760507259,-359.496355796839,-359.354933783986,-359.229752531191,-359.119173942485,-359.021669656414,-358.935824704238,-358.860338826686,-358.794025536112,-358.735809179405,-358.684720362806,-358.639890141083,-358.600543364711,-358.565991537959,-358.535625483979,-358.508908051715,-358.485367041045,-358.464588470933,-358.446210272276,-358.429916452538,-358.41543175265,-358.402516796841,-358.390963721968,-358.380592263311,-358.371246267765,-358.362790602015,-358.35510842185,-358.34809876886,-358.341674461736,-358.33576025107,-358.330291208613,-358.325211324212,-358.320472285996,-358.316032421692,-358.311855781217,-358.3079113428,-358.304172326863,-358.30061560371,-358.297221182718,-358.293971772229,-358.290852400667,-358.287850090608,-358.284953578587,-358.282153074367,-358.279440054213,-358.276807083453,-358.27424766423,-358.271756104904,-358.269327408059,-358.266957174477,-358.264641520808,-358.262377008994,-358.260160585748,-358.25798953067,-358.255861411745,-358.253774047163,-358.251725472561,-358.249713912888,-358.247737758242,-358.245795543095,-358.243885928424,-358.242007686325,-358.240159686747,-358.238340886055,-358.23655031714,-358.234787080873,-358.233050338694,-358.231339306184,-358.229653247477,-358.227991470391,-358.226353322182,-358.224738185823,-358.223145476752,-358.221574640003,-358.220025147684,-358.218496496746,-358.216988207007,-358.215499819395,-358.214030894383,-358.212581010587,-358.211149763511,-358.209736764416,-358.208341639304,-358.206964027988,-358.20560358326,-358.204259970124,-358.202932865096,-358.201621955569,-358.200326939225,-358.19904752349,-358.197783425038,-358.196534369325,-358.195300090165,-358.194080329326,-358.192874836157,-358.191683367245,-358.190505686087,-358.189341562785,-358.188190773761,-358.18705310149,-358.185928334242,-358.184816265848,-358.183716695475,-358.18262942741,-358.18155427086,-358.180491039766,-358.179439552616,-358.178399632278,-358.177371105836,-358.176353804437,-358.175347563143,-358.174352220793,-358.173367619868,-358.172393606368,


-740.084220625153,-736.550494681854,-730.989095109464,-722.706687720334,-710.901166259147,-695.066510676589,-675.597252412338,-653.879932598376,-631.285834065872,-608.22016372633,-584.636943292754,-560.85517615091,-537.553904544249,-515.632261409326,-495.834702451444,-478.453067443372,-463.580684686195,-451.284585967141,-441.391908599877,-433.403516545975,-426.870127043271,-421.48789474432,-416.940149673423,-413.05134245138,-409.769904822438,-407.005714363817,-404.596236596899,-402.360148851458,-400.159108305201,-397.957336108674,-395.816511705288,-393.811232976109,-391.977021351031,-390.320590668082,-388.838796099123,-387.52567660001,-386.373052739097,-385.370204904138,-384.504214868792,-383.76077817858,-383.125075237057,-382.582495692874,-382.119169213017,-381.722316608644,-381.38045029829,-381.083454976269,-380.8225779331,-380.590355638987,-380.380499536466,-380.187759961761,-380.007783058617,-379.836971671675,-379.672357660083,-379.511489987606,-379.352340426332,-379.193226809345,-379.032752472368,-378.86975976769,-378.70329521168,-378.532583822909,-378.35701040979,-378.176105880811,-377.989537004204,-377.797098387127,-377.598705746231,-377.394389787709,-377.184290204017,-376.968649433556,-376.747805930796,-376.522186770899,-376.292299476577,-376.058723014113,-375.822097964563,-375.583115935842,-375.342508339643,-375.101034710232,-374.859470786271,-374.618596608173,-374.379184899961,-374.14199000496,-373.907737629393,-373.677115618718,-373.450765951,-373.229278083016,-373.013183731845,-372.80295312099,-372.598992668873,-372.401644051641,-372.211184533699,-372.027828429497,-371.851729539429,-371.68298439111,-371.521636114053,-371.3676787798,-371.221062049469,-371.081695985009,-370.949455897724,-370.82418712654,-370.705709657852,-370.593822517676,-370.488307884525,-370.38893488748,-370.295463067955,-370.207645495628,-370.125231538851,-370.047969297706,-369.975607713865,-369.907898375806,-369.844597040864,-369.785464897385,-369.730269591048,-369.678786039433,-369.63079705838,-369.586093822646,-369.5444761821,-369.505752853156,-369.469741503569,-369.43626874703,-369.405170062367,-369.376289650576,-369.349480241351,-369.324602859419,-369.301526559598,-369.280128138355,-369.260291828515,-369.241908982794,-369.224877750951,-369.209102754602,-369.194494763006,-369.180970372582,-369.168451692374,-369.156866037214,-369.14614562998,-369.136227313983,-369.127052276246,-369.1185657822,-369.110716922126,-369.103458369477,-369.096746151129,-369.090539429436,-369.084800295912,-369.079493576292,-369.074586646632,-369.070049260112,-369.065853384127,-369.061973047271,-369.058384195777,-369.05506455897,-369.051993523314,-369.049152014592,-369.046522387812,-369.044088324402,-369.041834736291,-369.039747676479,-369.03781425571,-369.036022564886,-369.034361602855,-369.032821209259,-369.031392002103,-369.030065319749,-369.028833167047,-369.027688165326,-369.026623505995,-369.025632907499,-369.024710575419,-369.023851165481,-369.023049749291,-369.022301782594,-369.021603075882,-369.020949767193,-369.020338296933,-369.019765384588,-369.019228007183,-369.01872337936,-369.018248934971,-369.017802310058,-369.017381327126,-369.016983980618,-369.016608423502,-369.016252954873,-369.015916008522,-369.015596142371,-369.01529202873,-369.015002445305,-369.014726266898,-369.014462457758,-369.014210064518,-369.013968209688,-369.01373608565,-369.013512949128,-369.013298116085,-369.013090957023,-369.012890892648,-369.012697389882,-369.012509958183,-369.012328146153,-369.012151538426,-369.011979752785,-369.011812437518,-369.011649268983,


-747.195931010196,-746.060772867409,-744.266737869199,-741.628125817488,-737.83347467533,-732.386273367252,-724.525893345711,-713.171083070122,-697.030719881003,-675.143543164377,-647.887901367028,-617.628892489842,-587.679079094142,-560.588692437391,-537.820561202372,-519.491092280882,-504.734354194885,-492.505067555229,-481.919163261978,-472.268862762319,-463.009139851307,-453.844270719464,-444.864876545702,-436.495005923666,-429.14230691744,-422.906583493726,-417.642901010627,-413.160422388773,-409.307471022735,-405.971053756301,-403.066796771093,-400.53093355684,-398.311742966596,-396.362824800381,-394.639604068584,-393.09834722905,-391.696492116419,-390.393456534274,-389.151605110101,-387.937431188471,-386.723090922059,-385.48818464319,-384.221287876847,-382.920474079748,-381.592154762434,-380.248081714698,-378.901318237943,-377.563015900957,-376.241852059469,-374.946148497136,-373.686196829966,-372.474001789223,-371.320395311134,-370.23219226891,-369.211626179723,-368.257844750477,-367.368850966184,-366.542724041313,-365.77794581307,-365.073188533604,-364.426951930679,-363.837279113473,-363.301632788695,-362.816926481691,-362.379667328032,-361.986156572428,-361.632697701045,-361.31577325576,-361.032166024987,-360.779015554394,-360.553814098404,-360.354355136883,-360.178651490052,-360.024839436475,-359.891081788191,-359.775478685178,-359.675991571986,-359.590384144185,-359.516183835135,-359.450667902418,-359.390878439359,-359.333669945755,-359.275791165474,-359.213999998693,-359.145207034899,-359.066640135061,-358.976019440172,-358.871728493987,-358.752962217191,-358.619826923702,-358.473364165571,-358.31547308917,-358.148718459382,-357.976033134896,-357.800349091576,-357.624211230692,-357.449435114504,-357.276860493874,-357.106230787065,-356.936202851015,-356.764469997693,-356.587969296997,-356.403142118255,-356.206221460886,-355.993526561103,-355.761750879115,-355.508231880738,-355.23118987861,-354.929920006221,-354.604918617091,-354.257925749895,-353.891870740887,-353.510718800348,-353.119230376345,-352.722658695251,-352.326420068556,-351.935773915232,-351.555544849147,-351.189909571564,-350.842259601604,-350.515139781443,-350.210253826497,-349.928522748215,-349.670179728452,-349.434885413756,-349.221849814998,-349.029950191434,-348.857837730699,-348.70402897261,-348.566980459429,-348.445146923294,-348.337024481192,-348.241180916883,-348.156275332465,-348.081069387698,-348.014432125685,-347.955340092281,-347.90287414903,-347.856214088949,-347.814631908069,-347.777484369901,-347.744205324768,-347.714298107643,-347.687328231729,-347.662916514828,-347.640732716618,-347.620489722519,-347.601938280161,-347.584862274443,-347.569074514254,-347.554412996217,-347.54073760688,-347.527927223392,-347.515877173129,-347.504497014321,-347.493708601999,-347.483444406318,-347.473646053117,-347.464263059514,-347.455251740098,-347.446574261953,-347.438197829223,-347.430093980166,-347.422237981757,-347.414608308696,-347.407186195375,-347.399955250821,-347.392901127922,-347.38601123942,-347.379274514126,-347.372681187727,-347.366222623307,-347.359891157368,-347.353679967751,-347.34758296031,-347.341594671685,-347.335710185855,-347.329925062498,-347.324235275464,-347.318637159902,-347.313127366804,-347.30770282389,-347.302360701927,-347.297098385692,-347.291913448929,-347.2868036327,-347.281766826675,-347.276801052913,-347.271904451796,-347.267075269804,-347.262311848875,-347.257612617114,-347.252976080682,-347.248400816685,-347.243885466928,-347.23942873242,-347.235029368521,-347.23068618065,-347.226398020476,-347.222163782525,
